Name                                          ,State       ,Host                         ,Guest OS                                        ,IP Address                                                                                                                                                                                                                                                                                                                                                              ,DNS Name
pbbo0421v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.14.33, fe80::250:56ff:fea5:eca5",PBBO0421V.ncsecu.local
pbbo0431v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 7 (32-bit),"172.23.14.34, fe80::250:56ff:fe81:f50c",PBBO0431V.ncsecu.local
pbbo0441v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.14.35, fe80::250:56ff:fea5:be01",PBBO0441V.ncsecu.local
pbbo0451v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.14.36, fe80::250:56ff:fea5:c48a",PBBO0451V.ncsecu.local
pbbo0461v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.23.14.37, fe80::250:56ff:fea5:cb37",PBBO0461V.ncsecu.local
pbbo0471v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.35.17, fe80::250:56ff:fea5:a72f",PBBO0471V.ncsecu.local
pbbo0711v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.40, fe80::250:56ff:fea5:b1a0",PBBO0711V.ncsecu.local
pbbo0712v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.41, fe80::250:56ff:fe81:8fb9",PBBO0712V.ncsecu.local
pbbo0721v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.42, fe80::250:56ff:fea5:4835",PBBO0721V.ncsecu.local
pbbo0722v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.43, fe80::250:56ff:fea5:1e3e",PBBO0722V.ncsecu.local
pbbo0731v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.44, fe80::250:56ff:fea5:7a09",PBBO0731V.ncsecu.local
pbbo0732v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.45, fe80::250:56ff:fea5:1cf",PBBO0732V.ncsecu.local
pbbo0741v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.46, fe80::250:56ff:fea5:aa82",PBBO0741V.ncsecu.local
pbbo0742v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.47, fe80::250:56ff:fea5:f6d2",PBBO0742V.ncsecu.local
pbbo0751v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.48, fe80::250:56ff:fea5:e5dd",PBBO0751V.ncsecu.local
pbbo0752v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.49, fe80::250:56ff:fea5:46ed",PBBO0752V.ncsecu.local
pbbo0761v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.50, fe80::250:56ff:fea5:c8f7",PBBO0761V.ncsecu.local
pbbo0762v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.51, fe80::250:56ff:fea5:d2ab",PBBO0762V.ncsecu.local
pbbo0771v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.52, fe80::250:56ff:fea5:cd74",PBBO0771V.ncsecu.local
pbbo0772v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.53, fe80::250:56ff:fea5:a2a2",PBBO0772V.ncsecu.local
pbbo9911v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.54, fe80::250:56ff:fea5:9a6d",PBBO9911V.ncsecu.local
pbbo9912v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.55, fe80::250:56ff:fea5:421b",PBBO9912V.ncsecu.local
pbbo9921v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.56, fe80::250:56ff:fea5:6402",PBBO9921V.ncsecu.local
pbbo9922v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.57, fe80::250:56ff:fea5:f6be",PBBO9922V.ncsecu.local
pbbo9931v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.58, fe80::250:56ff:fea5:cee5",PBBO9931V.ncsecu.local
pbbo9932v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.59, fe80::250:56ff:fea5:6739",PBBO9932V.ncsecu.local
pbbo9941v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.60, fe80::250:56ff:fea5:4b04",PBBO9941V.ncsecu.local
pbbo9942v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.61, fe80::250:56ff:fea5:a51f",PBBO9942V.ncsecu.local
pbbo9951v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.62, fe80::250:56ff:fea5:4166",PBBO9951V.ncsecu.local
pbbo9952v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.63, fe80::250:56ff:fea5:645b",PBBO9952V.ncsecu.local
pbbo9961v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.64, fe80::250:56ff:fea5:a389",PBBO9961V.ncsecu.local
pbbo9971v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.36.65, fe80::250:56ff:fea5:21ff",PBBO9971V.ncsecu.local
PBUG0402v,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.32.95,PBUG0402v.ncsecu.local
pcbp0401v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.38.17,PCBP0401.cor-prod.local
pcbp0402v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.38.19,PCBP0402.cor-prod.local
pcgw0401,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.42,PCGW0401.cor-prod.local
pcgw0402,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.23.0.43,PCGW0402.cor-prod.local
pcgw0701,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.40,PCGW0701.cor-prod.local
pcgw0702,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.39.41, fe80::b83e:31b3:fba1:3790",PCGW0702.cor-prod.local
pcnf0701v,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.1.159, fe80::250:56ff:fe81:319b",pcnf0701v.ncsecu.local
pcor0103v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.42,PCOR0103.cor-prod.local
pcor0104v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.39.43,PCOR0104.cor-prod.local
pcor0305v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.16, 172.22.40.17",pcor0305v.cor-prod.local
pcor0306v,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.40.18,pcor0306v.cor-prod.local
pcor0401v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.32,PCOR0401.cor-prod.local
pcor0402v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.33,PCOR0402.cor-prod.local
pcor0403v,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.34,PCOR0403.cor-prod.local
pcor0404v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.35,PCOR0404.cor-prod.local
pcor0405v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.36,PCOR0405.cor-prod.local
pcor0406v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.37,PCOR0406.cor-prod.local
pcor0407v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.38,PCOR0407.cor-prod.local
pcor0408v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.39,PCOR0408.cor-prod.local
pcor0409v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.40,PCOR0409.cor-prod.local
pcor0410v,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.23.0.41,PCOR0410.cor-prod.local
pcor0701v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.16,PCOR0701.cor-prod.local
pcor0702v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.17,PCOR0702.cor-prod.local
pcor0703v,Powered On,p1pucsgenhyp020.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.18,PCOR0703.cor-prod.local
pcor0704v,Powered On,p1pucsgenhyp053.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.19,PCOR0704.cor-prod.local
pcor0705v,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.20,PCOR0705.cor-prod.local
pcor0706v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.21,PCOR0706.cor-prod.local
pcor0707v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.22,PCOR0707.cor-prod.local
pcor0708v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.23,PCOR0708.cor-prod.local
pcor0709v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.24,PCOR0709.cor-prod.local
pcor0710v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.25,PCOR0710.cor-prod.local
pcor0711v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.26,PCOR0711.cor-prod.local
pcor0712v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.39.27,PCOR0712.cor-prod.local
pcrm0305v,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.22, 172.22.40.23",pcrm0305v.cor-prod.local
pcrm0306v,Powered On,p1pucsgenhyp017.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.40.25, 172.22.40.24",pcrm0306v.cor-prod.local
pcrm0401v,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.38.22,PCRM0401.cor-prod.local
pcrm0402v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.38.23,PCRM0402.cor-prod.local
pctl0701,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.39.44,PCTL0701.cor-prod.local
pdbp0701v,Powered On,p1pucsgenhyp017.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.1.161,pdbp0701v.ncsecu.local
pddm0401v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.235,pddm0401v.ncsecu.local
pddm0702v,Powered On,p1pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.194,pddm0702v.ncsecu.local
pddm0703v,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.195,PDDM0703v.ncsecu.local
pddm0704v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.196,pddm0704v.ncsecu.local
pddm0705v,Powered On,p1pucsgenhyp023.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.197,pddm0705v.ncsecu.local
pddm0707v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.199,pddm0707v.ncsecu.local
pddm0710v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.200,pddm0710v.ncsecu.local
pddm0712v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.201,pddm0712v.ncsecu.local
pddm0713v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.202,pddm0713v.ncsecu.local
pddm0714v,Powered On,p1pucsgenhyp031.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.203,pddm0714v.ncsecu.local
pddm0715v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.204,pddm0715v.ncsecu.local
pddm0716v,Powered On,p1pucsgenhyp031.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.205,pddm0716v.ncsecu.local
pddm0717v,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.206,pddm0717v.ncsecu.local
pddm0718v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.207,pddm0718v.ncsecu.local
pddm0719v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.208,pddm0719v.ncsecu.local
pddm0720v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.209,pddm0720v.ncsecu.local
pddm0721v,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.119.210,pddm0721v.ncsecu.local
pdmx0401V,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.32.43, fe80::250:56ff:fe9b:d3b",PDMX0401V.NCSECU.LOCAL
pdmx0701V,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.33.88, fe80::250:56ff:fe9b:2846",PDMX0701V.NCSECU.LOCAL
pdmx9901V,Powered On,p1pucsgenhyp020.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.33.89, fe80::250:56ff:fe9b:44b0",PDMX9901V.NCSECU.LOCAL
pdpa0301v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.119.154,pdpa0301v.ncsecu.local
pdpa0701v,Powered On,p1pucsgenhyp031.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.119.155,pdpa0701v.ncsecu.local
pecl0401v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.32.101,pecl0401v.ncsecu.local
pecl0701v,Powered On,p1pucsgenhyp030.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.187,pecl0701v.ncsecu.local
pecl9901v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.33.188,pecl9901v.ncsecu.local
pgdb0701v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.1.163, fe80::250:56ff:fe9b:10b0, fe80::475a:54f7:7940:840a",ci-0050569b10b0
pgit0401v,Powered On,p1pucsgenhyp011.ncsecu.local,CentOS 4/5/6/7 (64-bit),"172.22.0.87, fe80::250:56ff:fe9b:2cf2",pgit0401v.ncsecu.local
pgpm9901v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.119.97,pgpm9901v.ncsecu.local
pgtw0301v,Powered On,p1pucsgenhyp053.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.43.13, 172.22.43.14, 172.22.43.16",pgtw0301v.ncsecu.local
pgtw0302v,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.43.15,pgtw0302v.ncsecu.local
pgtw0404,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.41.16,PGTW0404.ncsecu.local
pgtw0405,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),172.22.41.17,PGTW0405.ncsecu.local
phca0702v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.1.42, fe80::c4ea:1f1b:9191:35fc",phca0702v.ncsecu.local
piam0401v,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.0.90,piam0401v.ncsecu.local
piam0402v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.0.91,piam0402v.ncsecu.local
piam0701v,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.166,piam0701v.ncsecu.local
piam0702v,Powered On,p1pucsgenhyp016.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.167,piam0702v.ncsecu.local
piam0703v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.168,piam0703v.ncsecu.local
piam0704v,Powered On,p1pucsgenhyp040.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.169,piam0704v.ncsecu.local
piam0705v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.170,piam0705v.ncsecu.local
pidm0405v,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.32.164,PIDM0405V.ncsecu.local
pidm0406v,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.32.165,PIDM0406V.ncsecu.local
pidm0407v,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.32.166,PIDM0407V.ncsecu.local
pidm0409v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.32.167, 169.254.252.101, fe80::754b:51c1:454b:fc65",PIDM0409v.ncsecu.local
pidm0410v,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.32.168, 169.254.7.11, fe80::a442:c33d:58c8:70b",pidm0410v.ncsecu.local
pidm0411v,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.32.169, 169.254.120.22, fe80::e550:f6e9:e1ee:7816",pidm0411v.ncsecu.local
pidm0412v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.32.170, 169.254.119.170, fe80::3888:4561:9e6:77aa",pidm0412v.ncsecu.local
pidm0413v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.32.171, 169.254.237.231, fe80::387f:29c3:9547:ede7",pidm0413v.ncsecu.local
pidm1101v,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.168.90, 169.254.122.252, 169.254.248.77, 172.22.44.34, fe80::ac28:ca35:1f6d:a85a, fe80::d82:f965:5d1f:7afc, fe80::99f:7174:9a9e:f84d",PIDM1101.ncsecu.local
pidm1103 - template,Powered Off,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),,
pidm1103v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.137.210, 169.254.195.228, 169.254.199.246, 172.22.44.36, fe80::8180:7a76:14ed:89d2, fe80::f440:58ed:15ea:c3e4, fe80::d5b1:509a:1789:c7f6",PIDM1103.ncsecu.local
pidm1104v,Powered On,p1pucsgenhyp067.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.35.155, 169.254.85.29, 169.254.184.99, 172.22.44.37, fe80::65d4:19d8:5a3a:239b, fe80::4d39:a456:6a8b:551d, fe80::2c98:5126:5f15:b863",PIDM1104.ncsecu.local
pidm1105v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.113.126, 169.254.58.142, 169.254.151.227, 172.22.44.38, fe80::8016:c670:12b6:717e, fe80::6c52:604c:2c14:3a8e, fe80::98ab:5114:2b67:97e3",PIDM1105.ncsecu.local
pidm1120v-clone,Powered On,p1pucsgenhyp059.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.78.69, 169.254.198.249, 169.254.68.105, 172.22.44.81, fe80::7d33:8d49:9324:4e45, fe80::c420:2964:6e5c:c6f9, fe80::9508:d436:70ea:4469",PIDM1120V.ncsecu.local
pidm1121v-clone,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.49.19, 169.254.160.133, 169.254.157.251, 172.22.44.82, fe80::858b:a242:a4df:3113, fe80::251f:a064:71d9:a085, fe80::502a:1ee1:2b3b:9dfb",PIDM1121V.ncsecu.local
pidm1122v-clone,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),"169.254.79.221, 169.254.244.12, 169.254.230.50, 172.22.44.83, fe80::25bf:b4cb:4853:4fdd, fe80::e1e6:88b4:4df3:f40c, fe80::ed1b:f06e:aef5:e632",PIDM1122V.ncsecu.local
pidmtstclient-fresh2016,Powered Off,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),,pidmtstclient.ncsecu.local
pimg0401v,Powered On,p1pucsgenhyp068.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.0.51,pimg0401v.ncsecu.local
pimg0402v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.0.55,pimg0402v.ncsecu.local
PIMG0701V,Powered On,p1pucsgenhyp038.ncsecu.local,Microsoft Windows Server 2012 (64-bit),172.22.1.106,PIMG0701V.ncsecu.local
PINT0408V,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2012 (64-bit),"172.22.32.107, fe80::f45d:d01a:2da3:92e3",PINT0408V.ncsecu.local
PINT0418V,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2012 (64-bit),"172.22.32.108, fe80::7980:c115:9fb:8207",PINT0418V.ncsecu.local
pitx0301v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.34.135, fe80::89b2:53d4:47a3:993a",pitx0301v.ncsecu.local
pitx0701,Powered On,p1pucsgenhyp022.ncsecu.local,Microsoft Windows Server 2008 R2 (64-bit),172.22.33.93,PITX0701.ncsecu.local
pjir0701v,Powered On,p1pucsgenhyp022.ncsecu.local,Red Hat Enterprise Linux 6 (64-bit),"172.22.33.194, fe80::250:56ff:fe81:9b9e",pjir0701v.ncsecu.local
pkfx0301v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.2.110,pkfx0301v.ncsecu.local
pkfx0302v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 or later (64-bit),"172.22.2.111, 172.22.2.112, 172.22.2.113",pkfx0302v.ncsecu.local
pkfx0401v,Powered On,p1pucsgenhyp054.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.0.94,pkfx0401v.ncsecu.local
pkfx0402v,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.0.95,pkfx0402v.ncsecu.local
pkfx0403v,Powered On,p1pucsgenhyp039.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.0.96,pkfx0403v.ncsecu.local
pkfx0501v,Powered On,p1pucsgenhyp021.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.173,pkfx0501v.ncsecu.local
pkfx0502v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.174,pkfx0502v.ncsecu.local
pkfx0503v,Powered On,p1pucsgenhyp017.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.175,pkfx0503v.ncsecu.local
pkfx0504v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.176,pkfx0504v.ncsecu.local
pkfx0505v,Powered On,p1pucsgenhyp032.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.177,pkfx0505v.ncsecu.local
pkfx0506v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.178,pkfx0506v.ncsecu.local
pkfx0507v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.179,pkfx0507v.ncsecu.local
pkfx0508v,Powered On,p1pucsgenhyp065.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.180,pkfx0508v.ncsecu.local
pkfx0509v,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.181,pkfx0509v.ncsecu.local
pkfx0510v,Powered On,p1pucsgenhyp024.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.182,pkfx0510v.ncsecu.local
pkfx0511v,Powered On,p1pucsgenhyp029.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.183,pkfx0511v.ncsecu.local
pkfx0512v,Powered On,p1pucsgenhyp060.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.184,pkfx0512v.ncsecu.local
pkfx0513v,Powered On,p1pucsgenhyp061.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.185,pkfx0513v.ncsecu.local
pkfx0514v,Powered On,p1pucsgenhyp058.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.186,pkfx0514v.ncsecu.local
pkfx0701v,Powered On,p1pucsgenhyp066.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.187,pkfx0701v.ncsecu.local
pkfx0702v,Powered On,p1pucsgenhyp037.ncsecu.local,Microsoft Windows Server 2016 (64-bit),172.22.1.188,pkfx0702v.ncsecu.local
